ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10416.0,47.0,88.63,6.0,4165.0,2020-05-10,1507.0,5,2,109.0,S24_1785,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,1
10101.0,45.0,31.2,3.0,1404.0,2018-01-09,2360.0,5,6,33.0,S24_1937,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,2
10110.0,20.0,35.51,3.0,710.0,2018-03-18,2293.0,5,6,33.0,S24_1937,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,2
10124.0,45.0,37.84,2.0,1702.0,2018-05-21,2230.0,5,6,33.0,S24_1937,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,2
10149.0,36.0,33.19,7.0,1194.0,2018-09-12,2117.0,5,6,33.0,S24_1937,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,2
10173.0,31.0,31.53,9.0,977.0,2018-11-05,2064.0,5,6,33.0,S24_1937,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,2
10182.0,39.0,36.84,6.0,1436.0,2018-11-12,2058.0,5,6,33.0,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10193.0,26.0,29.21,10.0,759.0,2018-11-21,2050.0,5,6,33.0,S24_1937,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,2
10205.0,32.0,37.17,5.0,1189.0,2018-12-03,2039.0,5,6,33.0,S24_1937,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10214.0,20.0,34.19,3.0,683.0,2019-01-26,1986.0,5,6,33.0,S24_1937,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,2
10227.0,42.0,29.21,6.0,1226.0,2019-03-02,1952.0,5,6,33.0,S24_1937,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,2
10243.0,33.0,29.54,1.0,974.0,2019-04-26,1898.0,5,6,33.0,S24_1937,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,2
10280.0,20.0,28.88,12.0,577.0,2019-08-17,1786.0,5,6,33.0,S24_1937,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,2
10288.0,29.0,38.17,1.0,1106.0,2019-09-01,1772.0,5,6,33.0,S24_1937,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,2
10304.0,23.0,30.2,16.0,694.0,2019-10-11,1733.0,5,6,33.0,S24_1937,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,2
10312.0,39.0,29.54,13.0,1152.0,2019-10-21,1724.0,5,6,33.0,S24_1937,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10322.0,20.0,131.2,3.0,2624.0,2019-11-04,1711.0,5,6,33.0,S24_1937,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,2
10332.0,45.0,81.91,6.0,3685.0,2019-11-17,1699.0,5,6,33.0,S24_1937,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,1
10344.0,20.0,35.18,6.0,703.0,2019-11-25,1692.0,5,6,33.0,S24_1937,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,2
10356.0,48.0,202.5,5.0,7951.5,2019-12-09,1679.0,5,6,33.0,S24_1937,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,0
10367.0,23.0,36.29,13.0,834.0,2020-01-12,1646.0,4,6,33.0,S24_1937,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,2
10380.0,32.0,70.56,4.0,2257.0,2020-02-16,1612.0,5,6,33.0,S24_1937,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10391.0,33.0,214.6325,8.0,7951.5,2020-03-09,1591.0,5,6,33.0,S24_1937,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,0
10409.0,61.0,29.54,1.0,1801.0,2020-04-23,1547.0,5,6,33.0,S24_1937,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,2
10420.0,45.0,26.88,1.0,1209.0,2020-05-29,1512.0,2,6,33.0,S24_1937,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,2
10107.0,38.0,83.03,7.0,3155.0,2018-02-24,2338.0,5,1,76.0,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,1
10120.0,34.0,83.79,5.0,2848.0,2018-04-29,2275.0,5,1,76.0,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,2
10134.0,43.0,83.03,7.0,3570.0,2018-07-01,2213.0,5,1,76.0,S24_2000,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,1
10145.0,47.0,83.03,11.0,3902.0,2018-08-25,2159.0,5,1,76.0,S24_2000,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,1
10158.0,22.0,67.03,1.0,1474.0,2018-10-10,2114.0,5,1,76.0,S24_2000,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,2
10168.0,29.0,75.41,6.0,2186.0,2018-10-28,2097.0,5,1,76.0,S24_2000,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,2
10180.0,28.0,68.55,14.0,1919.0,2018-11-11,2084.0,5,1,76.0,S24_2000,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,2
10188.0,40.0,91.4,6.0,3656.0,2018-11-18,2078.0,5,1,76.0,S24_2000,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,1
10210.0,30.0,61.7,4.0,1851.0,2019-01-12,2024.0,5,1,76.0,S24_2000,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,2
10223.0,38.0,69.31,6.0,2633.0,2019-02-20,1986.0,5,1,76.0,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,2
10236.0,36.0,87.6,3.0,3153.0,2019-04-03,1945.0,5,1,76.0,S24_2000,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,1
10250.0,32.0,87.6,1.0,2803.0,2019-05-11,1908.0,5,1,76.0,S24_2000,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,2
10263.0,37.0,62.46,7.0,2311.0,2019-06-28,1861.0,5,1,76.0,S24_2000,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,2
10275.0,30.0,79.98,6.0,2399.0,2019-07-23,1837.0,5,1,76.0,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,2
10285.0,39.0,70.08,11.0,2733.0,2019-08-27,1803.0,5,1,76.0,S24_2000,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,2
10297.0,32.0,65.51,1.0,2096.0,2019-09-16,1784.0,5,1,76.0,S24_2000,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,2
10308.0,47.0,63.22,4.0,2971.0,2019-10-15,1756.0,5,1,76.0,S24_2000,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,2
10318.0,26.0,86.83,6.0,2257.0,2019-11-02,1739.0,5,1,76.0,S24_2000,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,2
10329.0,37.0,94.43,4.0,3493.0,2019-11-15,1727.0,5,1,76.0,S24_2000,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,1
10340.0,55.0,79.98,8.0,4398.0,2019-11-24,1719.0,5,1,76.0,S24_2000,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,1
10363.0,21.0,171.22,8.0,3595.0,2020-01-06,1677.0,5,1,76.0,S24_2000,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,1
10375.0,23.0,106.23,9.0,2443.0,2020-02-03,1650.0,5,1,76.0,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,2
10389.0,49.0,81.4,2.0,3988.0,2020-03-03,1622.0,5,1,76.0,S24_2000,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,1
10402.0,59.0,87.6,3.0,5168.0,2020-04-07,1588.0,5,1,76.0,S24_2000,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,1
10416.0,32.0,87.6,1.0,2803.0,2020-05-10,1556.0,5,1,76.0,S24_2000,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,2
10105.0,43.0,147.47,9.0,6341.0,2018-02-11,2376.0,5,3,122.0,S24_2011,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,1
10117.0,41.0,126.58,3.0,5189.0,2018-04-16,2313.0,5,3,122.0,S24_2011,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,1
10129.0,45.0,133.95,9.0,6027.0,2018-06-12,2257.0,5,3,122.0,S24_2011,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,1
10142.0,33.0,102.0,6.0,3366.0,2018-08-08,2201.0,5,3,122.0,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10153.0,40.0,136.41,5.0,5456.0,2018-09-28,2151.0,5,3,122.0,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10167.0,33.0,115.52,16.0,3812.0,2018-10-23,2127.0,0,3,122.0,S24_2011,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,1
10177.0,50.0,121.66,7.0,6083.0,2018-11-07,2113.0,5,3,122.0,S24_2011,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,1
10185.0,30.0,105.69,7.0,3170.0,2018-11-14,2107.0,5,3,122.0,S24_2011,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,1
10197.0,41.0,110.6,13.0,4534.0,2018-11-26,2096.0,5,3,122.0,S24_2011,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain,Saavedra,Eduardo,1
10208.0,35.0,122.89,7.0,4301.0,2019-01-02,2060.0,5,3,122.0,S24_2011,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,1
10221.0,49.0,138.87,1.0,6804.0,2019-02-18,2014.0,5,3,122.0,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,1
10232.0,46.0,122.89,4.0,5652.0,2019-03-20,1985.0,5,3,122.0,S24_2011,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Bennett,Helen,1
10248.0,48.0,145.01,10.0,6960.0,2019-05-07,1938.0,0,3,122.0,S24_2011,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,1
10261.0,36.0,125.35,8.0,4512.0,2019-06-17,1898.0,5,3,122.0,S24_2011,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,1
10273.0,22.0,126.58,11.0,2784.0,2019-07-21,1865.0,5,3,122.0,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,Dewey,Catherine,2
10283.0,42.0,126.58,13.0,5316.0,2019-08-20,1836.0,5,3,122.0,S24_2011,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,1
10293.0,21.0,140.09,2.0,2941.0,2019-09-09,1817.0,5,3,122.0,S24_2011,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,2
10306.0,29.0,110.6,7.0,3207.0,2019-10-14,1783.0,5,3,122.0,S24_2011,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,1
10315.0,35.0,120.43,6.0,4215.0,2019-10-29,1769.0,5,3,122.0,S24_2011,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,1
10326.0,41.0,105.69,4.0,4333.0,2019-11-09,1759.0,5,3,122.0,S24_2011,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,1
10337.0,29.0,71.97,4.0,2087.0,2019-11-21,1748.0,5,3,122.0,S24_2011,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,2
10350.0,34.0,50.33,7.0,1711.0,2019-12-02,1738.0,5,3,122.0,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10372.0,37.0,105.69,8.0,3910.0,2020-01-26,1684.0,5,3,122.0,S24_2011,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,1
10396.0,49.0,116.75,6.0,5720.0,2020-03-23,1628.0,5,3,122.0,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10414.0,23.0,145.01,10.0,3335.0,2020-05-06,1585.0,3,3,122.0,S24_2011,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,1
10101.0,46.0,53.76,2.0,2472.0,2018-01-09,2434.0,5,6,44.0,S24_2022,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,2
10110.0,39.0,44.35,2.0,1729.0,2018-03-18,2367.0,5,6,44.0,S24_2022,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,2
10124.0,22.0,45.25,1.0,995.0,2018-05-21,2304.0,5,6,44.0,S24_2022,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,2
10149.0,49.0,49.28,6.0,2414.0,2018-09-12,2191.0,5,6,44.0,S24_2022,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,2
10173.0,27.0,41.22,8.0,1112.0,2018-11-05,2138.0,5,6,44.0,S24_2022,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,2
10182.0,31.0,36.74,5.0,1138.0,2018-11-12,2132.0,5,6,44.0,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10193.0,20.0,50.62,9.0,1012.0,2018-11-21,2124.0,5,6,44.0,S24_2022,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,2
10205.0,24.0,38.08,4.0,913.0,2018-12-03,2113.0,5,6,44.0,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10214.0,49.0,47.94,2.0,2349.0,2019-01-26,2060.0,5,6,44.0,S24_2022,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,2
10227.0,24.0,48.38,5.0,1161.0,2019-03-02,2026.0,5,6,44.0,S24_2022,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,2
10244.0,39.0,45.25,9.0,1764.0,2019-04-29,1969.0,5,6,44.0,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10255.0,37.0,45.7,2.0,1690.0,2019-06-04,1934.0,5,6,44.0,S24_2022,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,2
10280.0,45.0,47.49,11.0,2137.0,2019-08-17,1861.0,5,6,44.0,S24_2022,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,2
10289.0,45.0,48.38,4.0,2177.0,2019-09-03,1845.0,5,6,44.0,S24_2022,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,2
10304.0,44.0,39.42,15.0,1734.0,2019-10-11,1808.0,5,6,44.0,S24_2022,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,2
10312.0,23.0,37.63,12.0,865.0,2019-10-21,1799.0,5,6,44.0,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10322.0,30.0,116.67,4.0,3500.0,2019-11-04,1786.0,5,6,44.0,S24_2022,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,1
10332.0,26.0,85.52,10.0,2223.0,2019-11-17,1774.0,5,6,44.0,S24_2022,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,2
10345.0,43.0,53.76,1.0,2311.0,2019-11-25,1767.0,5,6,44.0,S24_2022,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,2
10356.0,26.0,31.86,7.0,828.0,2019-12-09,1754.0,5,6,44.0,S24_2022,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,2
10367.0,28.0,30.59,12.0,856.0,2020-01-12,1721.0,4,6,44.0,S24_2022,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,2
10380.0,27.0,68.35,5.0,1845.0,2020-02-16,1687.0,5,6,44.0,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,2
10391.0,24.0,168.42,1.0,4042.0,2020-03-09,1666.0,5,6,44.0,S24_2022,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,1
10421.0,40.0,45.7,2.0,1828.0,2020-05-29,1586.0,2,6,44.0,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10103.0,36.0,102.23,1.0,3680.0,2018-01-29,2438.0,5,5,127.0,S24_2300,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,1
10114.0,21.0,139.29,5.0,2925.0,2018-04-01,2377.0,5,5,127.0,S24_2300,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,2
10126.0,27.0,126.51,1.0,3415.0,2018-05-28,2321.0,5,5,127.0,S24_2300,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,1
10140.0,47.0,108.62,1.0,5105.0,2018-07-24,2265.0,5,5,127.0,S24_2300,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,1
10151.0,42.0,121.4,8.0,5098.0,2018-09-21,2207.0,5,5,127.0,S24_2300,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,90110,Finland,Koskitalo,Pirkko,1
10165.0,32.0,145.68,17.0,4661.0,2018-10-22,2177.0,5,5,127.0,S24_2300,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,1
10175.0,28.0,106.07,6.0,2969.0,2018-11-06,2163.0,5,5,127.0,S24_2300,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,WX3 6FW,UK,Brown,Ann,2
10184.0,24.0,145.68,11.0,3496.0,2018-11-14,2156.0,5,5,127.0,S24_2300,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain,Roel,Jose Pedro,1
10194.0,49.0,117.57,1.0,5760.0,2018-11-25,2146.0,5,5,127.0,S24_2300,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,1
10207.0,46.0,148.24,12.0,6819.0,2018-12-09,2133.0,5,5,127.0,S24_2300,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,1
10217.0,28.0,112.46,1.0,3148.0,2019-02-04,2077.0,5,5,127.0,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,1
10229.0,48.0,118.84,6.0,5704.0,2019-03-11,2043.0,5,5,127.0,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10246.0,29.0,121.4,10.0,3520.0,2019-05-05,1989.0,5,5,127.0,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10259.0,47.0,112.46,9.0,5285.0,2019-06-15,1949.0,5,5,127.0,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,1
10271.0,43.0,130.35,10.0,5605.0,2019-07-20,1915.0,5,5,127.0,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10281.0,25.0,111.18,6.0,2779.0,2019-08-19,1886.0,5,5,127.0,S24_2300,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,2
10291.0,48.0,112.46,1.0,5398.0,2019-09-08,1867.0,5,5,127.0,S24_2300,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,1
10305.0,24.0,132.9,10.0,3189.0,2019-10-13,1833.0,5,5,127.0,S24_2300,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,1
10313.0,42.0,132.9,4.0,5581.0,2019-10-22,1825.0,5,5,127.0,S24_2300,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,1
10324.0,31.0,123.24,2.0,3820.0,2019-11-05,1812.0,5,5,127.0,S24_2300,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,1
10334.0,42.0,131.62,5.0,5528.0,2019-11-19,1799.0,3,5,127.0,S24_2300,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,1
10348.0,37.0,161.66,1.0,5981.0,2019-11-01,1818.0,5,5,127.0,S24_2300,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,1
10358.0,41.0,138.65,7.0,5684.0,2019-12-10,1780.0,5,5,127.0,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,1
10371.0,20.0,172.47,5.0,3449.0,2020-01-23,1737.0,5,5,127.0,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,1
10382.0,20.0,132.72,3.0,2654.0,2020-02-17,1713.0,5,5,127.0,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10412.0,67.0,121.4,10.0,7951.5,2020-05-03,1638.0,5,5,127.0,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,0
10425.0,49.0,112.46,9.0,5510.0,2020-05-31,1611.0,2,5,127.0,S24_2300,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,1
10108.0,35.0,58.87,15.0,2060.0,2018-03-03,2432.0,5,1,69.0,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,2
10121.0,32.0,76.88,2.0,2460.0,2018-05-07,2368.0,5,1,69.0,S24_2360,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,2
10135.0,29.0,61.64,16.0,1787.0,2018-07-02,2313.0,5,1,69.0,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,2
10145.0,27.0,60.95,3.0,1645.0,2018-08-25,2260.0,5,1,69.0,S24_2360,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,2
10169.0,38.0,74.11,11.0,2816.0,2018-11-04,2190.0,5,1,69.0,S24_2360,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,2
10180.0,35.0,72.03,6.0,2521.0,2018-11-11,2184.0,5,1,69.0,S24_2360,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,2
